Id,activity_date,weekday,TotalSteps,TotalDistance,Calories,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalMinutesAsleep,TotalTimeInBed
3372868164,26-04-2016,Tuesday,8283,5.789999962,2057,22,2,333,1083,NULL,NULL
3372868164,27-04-2016,Wednesday,7904,5.420000076,2095,24,13,346,1057,NULL,NULL
3372868164,28-04-2016,Thursday,5512,3.75999999,1972,0,0,385,1055,NULL,NULL
3372868164,29-04-2016,Friday,9135,6.230000019,2044,0,0,402,1038,NULL,NULL
3372868164,30-04-2016,Saturday,5250,3.579999924,1946,17,4,300,1119,NULL,NULL
3372868164,01-05-2016,Sunday,3077,2.099999905,1237,0,0,172,842,NULL,NULL
3977333714,12-04-2016,Tuesday,8856,5.980000019,1450,44,19,131,777,NULL,NULL
3977333714,13-04-2016,Wednesday,10035,6.710000038,1495,31,46,153,754,295,456
3977333714,14-04-2016,Thursday,7641,5.110000134,1433,5,23,214,801,291,397
3977333714,15-04-2016,Friday,9010,6.059999943,1468,15,42,183,644,424,556
3977333714,16-04-2016,Saturday,13459,9,1625,31,83,153,663,283,510
3977333714,17-04-2016,Sunday,10415,6.96999979,1529,11,58,205,600,381,566
3977333714,18-04-2016,Monday,11663,7.800000191,1584,4,95,214,605,412,522
3977333714,19-04-2016,Tuesday,12414,8.779999733,1638,19,67,221,738,219,395
3977333714,20-04-2016,Wednesday,11658,7.829999924,1554,2,98,164,845,152,305
3977333714,21-04-2016,Thursday,6093,4.079999924,1397,0,0,242,712,332,512
3977333714,22-04-2016,Friday,8911,5.960000038,1481,33,12,188,731,355,476
3977333714,23-04-2016,Saturday,12058,8.069999695,1638,0,92,252,724,235,372
3977333714,24-04-2016,Sunday,14112,10,1655,30,95,129,660,310,526
3977333714,25-04-2016,Monday,11177,8.479999542,1570,50,9,133,781,262,467
3977333714,26-04-2016,Tuesday,11388,7.619999886,1551,7,95,170,797,250,371
3977333714,27-04-2016,Wednesday,7193,5.039999962,1377,0,10,176,714,349,540
3977333714,28-04-2016,Thursday,7114,4.880000114,1407,15,8,190,804,261,423
3977333714,29-04-2016,Friday,10645,7.75,1545,36,32,150,744,333,478
3977333714,30-04-2016,Saturday,13238,9.199999809,1650,43,52,194,687,237,382
3977333714,01-05-2016,Sunday,10414,7.070000172,1501,41,40,124,691,NULL,NULL
3977333714,02-05-2016,Monday,16520,11.05000019,1760,24,143,176,713,NULL,NULL
3977333714,03-05-2016,Tuesday,14335,9.590000153,1710,47,41,258,594,NULL,NULL
3977333714,04-05-2016,Wednesday,13559,9.43999958,1628,14,96,142,852,NULL,NULL
3977333714,05-05-2016,Thursday,12312,8.579999924,1618,14,88,178,680,318,480
3977333714,06-05-2016,Friday,11677,8.279999733,1590,29,55,168,676,NULL,NULL
3977333714,07-05-2016,Saturday,11550,7.730000019,1574,0,86,208,703,NULL,NULL
3977333714,08-05-2016,Sunday,13585,9.090000153,1633,9,116,171,688,NULL,NULL
3977333714,09-05-2016,Monday,14687,10.07999992,1667,8,122,151,1159,NULL,NULL
3977333714,10-05-2016,Tuesday,13072,8.779999733,1630,1,115,196,676,NULL,NULL
3977333714,11-05-2016,Wednesday,746,0.5,52,4,0,9,13,NULL,NULL
4020332650,12-04-2016,Tuesday,8539,6.119999886,3654,4,15,331,712,NULL,NULL
4020332650,13-04-2016,Wednesday,0,0,1981,0,0,0,1440,NULL,NULL
4020332650,14-04-2016,Thursday,108,0.079999998,2011,0,0,3,1437,NULL,NULL
4020332650,15-04-2016,Friday,1882,1.350000024,2951,36,18,87,1299,NULL,NULL
4020332650,16-04-2016,Saturday,1982,1.419999957,3051,65,21,55,1222,77,77
4020332650,17-04-2016,Sunday,16,0.01,1990,0,0,2,1438,NULL,NULL
4020332650,18-04-2016,Monday,62,0.039999999,1995,0,0,2,1438,NULL,NULL
4020332650,19-04-2016,Tuesday,0,0,1980,0,0,0,1440,NULL,NULL
4020332650,20-04-2016,Wednesday,0,0,1980,0,0,0,1440,NULL,NULL
4020332650,21-04-2016,Thursday,0,0,1980,0,0,0,1440,NULL,NULL
4020332650,22-04-2016,Friday,0,0,1980,0,0,0,1440,NULL,NULL
4020332650,23-04-2016,Saturday,0,0,1980,0,0,0,1440,NULL,NULL
4020332650,24-04-2016,Sunday,0,0,1980,0,0,0,1440,NULL,NULL
4020332650,25-04-2016,Monday,0,0,1980,0,0,0,1440,NULL,NULL
4020332650,26-04-2016,Tuesday,0,0,1980,0,0,0,1440,NULL,NULL
4020332650,27-04-2016,Wednesday,0,0,1980,0,0,0,1440,NULL,NULL
4020332650,28-04-2016,Thursday,0,0,1980,0,0,0,1440,NULL,NULL
4020332650,29-04-2016,Friday,0,0,1980,0,0,0,1440,NULL,NULL
4020332650,30-04-2016,Saturday,0,0,1980,0,0,0,1440,NULL,NULL
4020332650,01-05-2016,Sunday,0,0,1980,0,0,0,1440,NULL,NULL
4020332650,02-05-2016,Monday,475,0.340000004,2207,0,11,31,1350,NULL,NULL
4020332650,03-05-2016,Tuesday,4496,3.220000029,2828,0,0,174,950,NULL,NULL
4020332650,04-05-2016,Wednesday,10252,7.349999905,3879,13,46,346,531,NULL,NULL
4020332650,05-05-2016,Thursday,11728,8.430000305,3429,38,42,196,916,226,248
4020332650,06-05-2016,Friday,4369,3.130000114,2704,0,0,177,855,NULL,NULL
4020332650,07-05-2016,Saturday,6132,4.400000095,2975,0,0,184,1256,NULL,NULL
4020332650,08-05-2016,Sunday,5862,4.199999809,3089,0,0,263,775,NULL,NULL
4020332650,09-05-2016,Monday,4556,3.269999981,2785,3,5,173,1225,NULL,NULL
4020332650,10-05-2016,Tuesday,5546,3.980000019,2926,0,0,206,774,NULL,NULL
4020332650,11-05-2016,Wednesday,3689,2.650000095,2645,2,8,134,1296,NULL,NULL
4020332650,12-05-2016,Thursday,590,0.419999987,1120,0,0,21,721,NULL,NULL
4057192912,12-04-2016,Tuesday,5394,4.03000021,2286,0,0,164,1276,NULL,NULL
4057192912,13-04-2016,Wednesday,5974,4.46999979,2306,0,0,160,1280,NULL,NULL
4057192912,14-04-2016,Thursday,0,0,1776,0,0,0,1440,NULL,NULL
4057192912,15-04-2016,Friday,3984,2.950000048,1527,3,6,88,873,NULL,NULL
4319703577,12-04-2016,Tuesday,7753,5.199999809,2115,0,0,0,1440,NULL,NULL
4319703577,13-04-2016,Wednesday,8204,5.5,2135,8,15,96,1234,NULL,NULL
4319703577,14-04-2016,Thursday,10210,6.880000114,2302,1,9,339,589,535,557
4319703577,15-04-2016,Friday,5664,3.799999952,1985,0,0,228,752,465,491
4319703577,16-04-2016,Saturday,4744,3.180000067,1884,0,0,194,724,506,522
4319703577,17-04-2016,Sunday,29,0.02,1464,0,0,3,1363,NULL,NULL
4319703577,18-04-2016,Monday,2276,1.549999952,1632,1,9,58,824,515,551
4319703577,19-04-2016,Tuesday,8925,5.989999771,2200,0,0,311,604,461,498
4319703577,20-04-2016,Wednesday,8954,6.010000229,2220,0,18,306,671,523,543
4319703577,21-04-2016,Thursday,3702,2.480000019,1792,0,0,34,1265,59,65
4319703577,22-04-2016,Friday,4500,3.019999981,1886,1,19,176,709,533,550
4319703577,23-04-2016,Saturday,4935,3.309999943,1945,0,0,233,546,692,722
4319703577,24-04-2016,Sunday,4081,2.74000001,1880,1,5,191,692,467,501
4319703577,25-04-2016,Monday,9259,6.210000038,2314,0,8,390,544,488,506
4319703577,26-04-2016,Tuesday,9899,6.639999866,2236,8,21,288,649,505,516
4319703577,27-04-2016,Wednesday,10780,7.230000019,2324,6,47,300,680,286,307
4319703577,28-04-2016,Thursday,10817,7.28000021,2367,13,8,359,552,497,522
4319703577,29-04-2016,Friday,7990,5.360000134,2175,6,18,289,624,523,546
4319703577,30-04-2016,Saturday,8221,5.519999981,2092,6,38,196,695,490,516
4319703577,01-05-2016,Sunday,1251,0.839999974,1593,0,0,67,836,NULL,NULL
4319703577,02-05-2016,Monday,9261,6.239999771,2270,0,11,344,585,NULL,NULL
4319703577,03-05-2016,Tuesday,9648,6.46999979,2235,8,26,287,669,NULL,NULL
4319703577,04-05-2016,Wednesday,10429,7.019999981,2282,8,13,313,1106,NULL,NULL
4319703577,05-05-2016,Thursday,13658,9.489999771,2530,27,34,328,957,NULL,NULL
4319703577,06-05-2016,Friday,9524,6.420000076,2266,6,11,314,692,NULL,NULL
4319703577,07-05-2016,Saturday,7937,5.329999924,2158,3,28,279,586,NULL,NULL
4319703577,08-05-2016,Sunday,3672,2.460000038,1792,0,0,153,603,NULL,NULL
4319703577,09-05-2016,Monday,10378,6.960000038,2345,2,14,374,490,NULL,NULL
4319703577,10-05-2016,Tuesday,9487,6.369999886,2260,3,12,329,555,NULL,NULL
4319703577,11-05-2016,Wednesday,9129,6.130000114,2232,3,18,311,574,NULL,NULL
4319703577,12-05-2016,Thursday,17,0.01,257,0,0,2,0,NULL,NULL
4388161847,12-04-2016,Tuesday,10122,7.78000021,2955,0,0,0,1440,NULL,NULL
4388161847,13-04-2016,Wednesday,10993,8.449999809,3092,1,14,150,1275,NULL,NULL
4388161847,14-04-2016,Thursday,8863,6.820000172,2998,10,35,219,945,NULL,NULL
4388161847,15-04-2016,Friday,8758,6.730000019,3066,0,0,299,837,499,526
4388161847,16-04-2016,Saturday,6580,5.059999943,3073,6,9,253,609,426,448
4388161847,17-04-2016,Sunday,4660,3.579999924,2572,0,0,201,721,619,641
4388161847,18-04-2016,Monday,11009,9.100000381,3274,27,8,239,1017,99,104
4388161847,19-04-2016,Tuesday,10181,7.829999924,3015,20,16,249,704,329,338
4388161847,20-04-2016,Wednesday,10553,8.119999886,3083,19,42,228,696,421,451
4388161847,21-04-2016,Thursday,10055,7.730000019,3069,7,12,272,853,442,458
4388161847,22-04-2016,Friday,12139,9.340000153,3544,77,25,220,945,82,85
4388161847,23-04-2016,Saturday,13236,10.18000031,3306,58,5,215,749,478,501
4388161847,24-04-2016,Sunday,10243,7.880000114,2885,14,8,239,584,552,595
4388161847,25-04-2016,Monday,12961,9.970000267,3288,11,31,301,1054,NULL,NULL
4388161847,26-04-2016,Tuesday,9461,7.28000021,2929,14,23,224,673,319,346
4388161847,27-04-2016,Wednesday,11193,8.609999657,3074,11,48,241,684,439,500
4388161847,28-04-2016,Thursday,10074,7.75,2969,19,9,234,878,428,458
4388161847,29-04-2016,Friday,9232,7.099999905,2979,13,16,236,1175,NULL,NULL
4388161847,30-04-2016,Saturday,12533,9.640000343,3283,14,43,300,537,409,430
4388161847,01-05-2016,Sunday,10255,7.889999866,2926,12,15,241,579,NULL,NULL
4388161847,02-05-2016,Monday,10096,8.399999619,3147,33,4,204,935,NULL,NULL
4388161847,03-05-2016,Tuesday,12727,9.789999962,3290,18,18,306,984,NULL,NULL
4388161847,04-05-2016,Wednesday,12375,9.520000458,3162,35,21,251,632,NULL,NULL
4388161847,05-05-2016,Thursday,9603,7.380000114,2899,12,39,199,896,471,495
4388161847,05-05-2016,Thursday,9603,7.380000114,2899,12,39,199,896,471,495
4388161847,06-05-2016,Friday,13175,10.13000011,3425,33,45,262,1100,NULL,NULL
4388161847,07-05-2016,Saturday,22770,17.54000092,4022,120,56,260,508,NULL,NULL
4388161847,08-05-2016,Sunday,17298,14.38000011,3934,107,38,178,576,NULL,NULL
4388161847,09-05-2016,Monday,10218,7.860000134,3013,6,19,258,1020,NULL,NULL
4388161847,10-05-2016,Tuesday,10299,7.920000076,3061,13,14,267,648,NULL,NULL
4388161847,11-05-2016,Wednesday,10201,7.840000153,2954,8,18,256,858,NULL,NULL
4388161847,12-05-2016,Thursday,3369,2.589999914,1623,0,0,108,825,NULL,NULL
4445114986,12-04-2016,Tuesday,3276,2.200000048,2113,0,0,196,787,NULL,NULL
4445114986,13-04-2016,Wednesday,2961,1.99000001,2095,0,0,194,840,370,406
4445114986,14-04-2016,Thursday,3974,2.670000076,2194,0,0,231,717,441,492
4445114986,15-04-2016,Friday,7198,4.829999924,2496,0,0,350,711,337,379
4445114986,16-04-2016,Saturday,3945,2.650000095,2180,0,0,225,716,462,499
4445114986,17-04-2016,Sunday,2268,1.519999981,1933,0,0,114,1219,98,107
4445114986,18-04-2016,Monday,6155,4.239999771,2248,25,6,162,1247,NULL,NULL
4445114986,19-04-2016,Tuesday,2064,1.389999986,1954,0,0,121,895,388,424
4445114986,20-04-2016,Wednesday,2072,1.389999986,1974,0,0,137,841,439,462
4445114986,21-04-2016,Thursday,3809,2.559999943,2150,0,0,215,756,436,469
4445114986,22-04-2016,Friday,6831,4.579999924,2432,0,0,317,706,388,417
4445114986,23-04-2016,Saturday,4363,2.930000067,2149,0,0,201,1239,NULL,NULL
4445114986,24-04-2016,Sunday,5002,3.359999895,2247,0,0,244,1196,NULL,NULL
4445114986,25-04-2016,Monday,3385,2.269999981,2070,0,0,179,916,328,345
4445114986,26-04-2016,Tuesday,6326,4.409999847,2291,29,1,180,839,353,391
4445114986,27-04-2016,Wednesday,7243,5.03000021,2361,32,1,194,839,332,374
4445114986,28-04-2016,Thursday,4493,3.00999999,2203,0,0,236,762,419,442
4445114986,29-04-2016,Friday,4676,3.140000105,2196,0,0,226,1106,106,108
4445114986,30-04-2016,Saturday,6222,4.179999828,2363,0,0,290,797,322,353
4445114986,01-05-2016,Sunday,5232,3.50999999,2246,0,0,240,741,NULL,NULL
4445114986,02-05-2016,Monday,6910,4.75,2336,27,4,200,667,NULL,NULL
4445114986,03-05-2016,Tuesday,7502,5.179999828,2421,30,2,233,725,NULL,NULL
4445114986,04-05-2016,Wednesday,2923,1.960000038,2070,0,0,180,897,NULL,NULL
4445114986,05-05-2016,Thursday,3800,2.549999952,2120,2,6,185,734,462,513
4445114986,06-05-2016,Friday,4514,3.029999971,2211,0,0,229,809,NULL,NULL
4445114986,07-05-2016,Saturday,5183,3.589999914,2123,26,4,108,866,NULL,NULL
4445114986,08-05-2016,Sunday,7303,4.900000095,2423,0,8,308,733,NULL,NULL
4445114986,09-05-2016,Monday,5275,3.539999962,2281,0,0,266,641,NULL,NULL
4445114986,10-05-2016,Tuesday,3915,2.630000114,2181,0,0,231,783,NULL,NULL
4445114986,11-05-2016,Wednesday,9105,6.110000134,2499,34,22,232,622,NULL,NULL
4445114986,12-05-2016,Thursday,768,0.519999981,1212,0,0,58,380,NULL,NULL
4558609924,12-04-2016,Tuesday,5135,3.390000105,1909,0,0,318,1122,NULL,NULL
4558609924,13-04-2016,Wednesday,4978,3.289999962,1722,19,7,127,1287,NULL,NULL
4558609924,14-04-2016,Thursday,6799,4.489999771,1922,0,0,279,1161,NULL,NULL
4558609924,15-04-2016,Friday,7795,5.150000095,2121,17,30,262,1131,NULL,NULL
4558609924,16-04-2016,Saturday,7289,4.820000172,1997,8,12,308,1112,NULL,NULL
4558609924,17-04-2016,Sunday,9634,6.400000095,2117,7,19,304,1110,NULL,NULL
4558609924,18-04-2016,Monday,8940,5.909999847,2116,14,15,331,1080,NULL,NULL
4558609924,19-04-2016,Tuesday,5401,3.569999933,1876,1,9,248,1182,NULL,NULL
4558609924,20-04-2016,Wednesday,4803,3.170000076,1788,0,0,222,1218,NULL,NULL
4558609924,21-04-2016,Thursday,13743,9.079999924,2486,6,21,432,844,126,137
4558609924,22-04-2016,Friday,9601,6.349999905,2094,20,25,273,1122,NULL,NULL
4558609924,23-04-2016,Saturday,6890,4.550000191,2085,5,5,308,1122,NULL,NULL
4558609924,24-04-2016,Sunday,8563,5.659999847,2173,0,0,395,1045,NULL,NULL
4558609924,25-04-2016,Monday,8095,5.349999905,2225,18,10,340,993,NULL,NULL
4558609924,26-04-2016,Tuesday,9148,6.050000191,2223,12,41,283,1062,103,121
4558609924,27-04-2016,Wednesday,9557,6.320000172,2098,27,14,312,1087,NULL,NULL
4558609924,28-04-2016,Thursday,9451,6.25,2185,1,11,367,985,NULL,NULL
4558609924,29-04-2016,Friday,7833,5.179999828,1918,15,29,197,1096,171,179
4558609924,30-04-2016,Saturday,10319,6.820000172,2105,7,29,293,1111,NULL,NULL
4558609924,01-05-2016,Sunday,3428,2.269999981,1692,0,0,190,1121,NULL,NULL
4558609924,02-05-2016,Monday,7891,5.21999979,2066,0,0,383,1057,NULL,NULL
4558609924,03-05-2016,Tuesday,5267,3.480000019,1953,21,10,237,1172,NULL,NULL
4558609924,04-05-2016,Wednesday,5232,3.460000038,1842,0,0,252,1188,NULL,NULL
4558609924,05-05-2016,Thursday,10611,7.010000229,2262,14,8,370,1048,NULL,NULL
4558609924,06-05-2016,Friday,3755,2.480000019,1722,0,0,202,1238,NULL,NULL
4558609924,07-05-2016,Saturday,8237,5.440000057,1973,23,16,233,1116,NULL,NULL
4558609924,08-05-2016,Sunday,6543,4.329999924,2666,66,35,238,1019,NULL,NULL
4558609924,09-05-2016,Monday,11451,7.570000172,2223,6,30,339,1065,NULL,NULL
4558609924,10-05-2016,Tuesday,6435,4.25,1889,11,18,220,1191,NULL,NULL
4558609924,11-05-2016,Wednesday,9108,6.019999981,2131,4,31,324,1081,NULL,NULL
4558609924,12-05-2016,Thursday,6307,4.170000076,1452,0,0,247,736,NULL,NULL
4702921684,12-04-2016,Tuesday,7213,5.880000114,2947,0,0,263,718,NULL,NULL
4702921684,13-04-2016,Wednesday,6877,5.579999924,2898,0,0,258,777,400,430
4702921684,14-04-2016,Thursday,7860,6.369999886,2984,0,0,271,772,384,415
4702921684,15-04-2016,Friday,6506,5.28000021,2896,1,8,256,944,253,257
4702921684,16-04-2016,Saturday,11140,9.029999733,3328,3,24,335,556,382,406
4702921684,17-04-2016,Sunday,12692,10.28999996,3394,12,66,302,437,591,612
4702921684,18-04-2016,Monday,9105,7.380000114,3013,22,30,191,890,293,312
4702921684,19-04-2016,Tuesday,6708,5.440000057,2812,10,8,179,757,457,487
4702921684,20-04-2016,Wednesday,8793,7.130000114,3061,2,29,260,717,454,468
4702921684,21-04-2016,Thursday,6530,5.300000191,2729,4,41,144,901,425,434
4702921684,22-04-2016,Friday,1664,1.350000024,2241,0,0,72,1341,NULL,NULL
4702921684,23-04-2016,Saturday,15126,12.27000046,3691,9,66,408,469,465,475
4702921684,24-04-2016,Sunday,15050,12.22000027,3538,15,95,281,542,480,506
4702921684,25-04-2016,Monday,9167,7.429999828,3064,6,15,270,730,370,380
4702921684,26-04-2016,Tuesday,6108,4.949999809,2784,1,8,216,765,421,429
4702921684,27-04-2016,Wednesday,7047,5.71999979,2908,1,16,238,733,432,449
4702921684,28-04-2016,Thursday,9023,7.320000172,3033,14,9,232,738,442,461
4702921684,29-04-2016,Friday,9930,8.050000191,3165,12,19,267,692,433,447
4702921684,30-04-2016,Saturday,10144,8.229999542,3115,4,36,263,728,479,501
4702921684,01-05-2016,Sunday,0,0,2017,0,0,0,1440,NULL,NULL
4702921684,02-05-2016,Monday,7245,5.920000076,2859,5,40,195,1131,NULL,NULL
4702921684,03-05-2016,Tuesday,9454,7.670000076,3145,0,0,313,729,NULL,NULL
4702921684,04-05-2016,Wednesday,8161,6.619999886,3004,4,15,251,757,NULL,NULL
4702921684,05-05-2016,Thursday,8614,6.989999771,3006,8,5,241,745,414,428
4702921684,06-05-2016,Friday,6943,5.630000114,2859,1,16,207,682,NULL,NULL
4702921684,07-05-2016,Saturday,14370,11.64999962,3683,5,46,439,577,NULL,NULL
4702921684,08-05-2016,Sunday,12857,10.43000031,3287,9,125,192,1019,NULL,NULL
4702921684,09-05-2016,Monday,8232,6.679999828,2990,0,12,253,746,NULL,NULL
4702921684,10-05-2016,Tuesday,10613,8.609999657,3172,1,37,262,701,NULL,NULL
4702921684,11-05-2016,Wednesday,9810,7.960000038,3069,10,41,235,784,NULL,NULL
4702921684,12-05-2016,Thursday,2752,2.230000019,1240,0,0,68,241,NULL,NULL
5553957443,12-04-2016,Tuesday,11596,7.570000172,2026,19,13,277,767,NULL,NULL
5553957443,13-04-2016,Wednesday,4832,3.160000086,1718,0,0,226,647,455,488
5553957443,14-04-2016,Thursday,17022,11.11999989,2324,61,41,256,693,357,418
5553957443,15-04-2016,Friday,16556,10.85999966,2254,58,38,239,689,377,409
5553957443,16-04-2016,Saturday,5771,3.769999981,1831,0,0,288,521,651,686
5553957443,17-04-2016,Sunday,655,0.430000007,1397,0,0,46,943,350,402
5553957443,18-04-2016,Monday,3727,2.430000067,1683,0,0,206,622,520,541
5553957443,19-04-2016,Tuesday,15482,10.10999966,2284,69,28,249,756,357,410
5553957443,20-04-2016,Wednesday,2713,1.769999981,1570,0,0,148,598,658,678
5553957443,21-04-2016,Thursday,12346,8.06000042,2066,47,42,177,801,399,431
5553957443,22-04-2016,Friday,11682,7.630000114,2105,25,16,270,781,322,353
5553957443,23-04-2016,Saturday,4112,2.690000057,1776,0,0,272,443,631,725
5553957443,24-04-2016,Sunday,1807,1.179999948,1507,0,0,104,582,553,640
5553957443,25-04-2016,Monday,10946,7.190000057,2033,51,11,201,732,433,468
5553957443,26-04-2016,Tuesday,11886,7.760000229,2093,40,18,238,750,412,453
5553957443,27-04-2016,Wednesday,10538,6.880000114,1922,16,16,206,745,347,391
5553957443,28-04-2016,Thursday,11393,7.630000114,1999,49,13,165,727,421,457
5553957443,29-04-2016,Friday,12764,8.329999924,2169,46,15,270,709,450,495
5553957443,30-04-2016,Saturday,1202,0.779999971,1463,0,0,84,506,775,843
5553957443,01-05-2016,Sunday,5164,3.369999886,1747,0,0,237,436,NULL,NULL
5553957443,02-05-2016,Monday,9769,6.380000114,1996,23,9,227,724,NULL,NULL
5553957443,03-05-2016,Tuesday,12848,8.390000343,2116,26,29,247,812,NULL,NULL
5553957443,04-05-2016,Wednesday,4249,2.769999981,1698,0,0,224,651,NULL,NULL
5553957443,05-05-2016,Thursday,14331,9.510000229,2156,44,29,241,692,419,464
5553957443,06-05-2016,Friday,9632,6.289999962,1916,21,9,229,761,NULL,NULL
5553957443,07-05-2016,Saturday,1868,1.220000029,1494,0,0,96,902,NULL,NULL
5553957443,08-05-2016,Sunday,6083,4,1762,3,8,210,505,NULL,NULL
5553957443,09-05-2016,Monday,11611,7.579999924,2272,59,22,251,667,NULL,NULL
5553957443,10-05-2016,Tuesday,16358,10.71000004,2335,61,40,265,707,NULL,NULL
5553957443,11-05-2016,Wednesday,4926,3.220000029,1693,0,0,195,628,NULL,NULL
5553957443,12-05-2016,Thursday,3121,2.039999962,741,8,6,48,222,NULL,NULL
5577150313,12-04-2016,Tuesday,8135,6.079999924,3405,86,16,140,728,NULL,NULL
5577150313,13-04-2016,Wednesday,5077,3.789999962,2551,15,11,144,776,432,458
5577150313,14-04-2016,Thursday,8596,6.420000076,4022,118,30,176,662,477,497
5577150313,15-04-2016,Friday,12087,9.079999924,4005,115,54,199,695,392,413
5577150313,16-04-2016,Saturday,14269,10.65999985,4274,184,56,158,472,406,445
5577150313,17-04-2016,Sunday,12231,9.140000343,4552,200,37,159,525,549,583
5577150313,18-04-2016,Monday,9893,7.389999866,3625,114,32,130,623,527,553
5577150313,19-04-2016,Tuesday,12574,9.420000076,3501,108,23,111,733,449,465
5577150313,20-04-2016,Wednesday,8330,6.21999979,3192,87,16,113,773,447,480
5577150313,21-04-2016,Thursday,10830,8.090000153,4018,110,74,175,670,414,437
5577150313,22-04-2016,Friday,9172,6.849999905,3329,62,30,200,823,338,366
5577150313,23-04-2016,Saturday,7638,5.710000038,3152,24,24,223,627,384,402
5577150313,24-04-2016,Sunday,15764,11.77999973,4392,210,65,141,425,543,615
5577150313,25-04-2016,Monday,6393,4.78000021,3374,61,38,214,743,421,461
5577150313,26-04-2016,Tuesday,5325,3.980000019,3088,38,32,181,759,354,377
5577150313,27-04-2016,Wednesday,6805,5.139999866,3294,63,16,190,773,424,452
5577150313,28-04-2016,Thursday,9841,7.429999828,3580,99,51,141,692,361,372
5577150313,29-04-2016,Friday,7924,5.920000076,3544,97,36,165,739,459,485
5577150313,30-04-2016,Saturday,12363,9.239999771,4501,207,45,163,621,412,433
5577150313,01-05-2016,Sunday,13368,9.989999771,4546,194,72,178,499,NULL,NULL
5577150313,02-05-2016,Monday,7439,5.559999943,3014,37,20,235,732,NULL,NULL
5577150313,03-05-2016,Tuesday,11045,8.25,3795,97,8,212,580,NULL,NULL
5577150313,04-05-2016,Wednesday,5206,3.890000105,2755,25,9,141,631,NULL,NULL
5577150313,05-05-2016,Thursday,7550,5.639999866,3004,45,21,143,1153,74,78
5577150313,06-05-2016,Friday,4950,3.700000048,2643,41,16,79,1304,NULL,NULL
5577150313,07-05-2016,Saturday,0,0,1819,0,0,0,1440,NULL,NULL
5577150313,08-05-2016,Sunday,0,0,1819,0,0,0,1440,NULL,NULL
5577150313,09-05-2016,Monday,3421,2.559999943,2489,34,11,70,1099,NULL,NULL
5577150313,10-05-2016,Tuesday,8869,6.650000095,3841,104,37,194,639,NULL,NULL
5577150313,11-05-2016,Wednesday,4038,3.039999962,1665,45,15,63,257,NULL,NULL
6117666160,12-04-2016,Tuesday,0,0,1496,0,0,0,1440,NULL,NULL
6117666160,13-04-2016,Wednesday,0,0,1496,0,0,0,1440,NULL,NULL
6117666160,14-04-2016,Thursday,0,0,1496,0,0,0,1440,NULL,NULL
6117666160,15-04-2016,Friday,14019,10.59000015,2865,0,6,513,921,NULL,NULL
6117666160,16-04-2016,Saturday,14450,10.90999985,2828,7,15,518,502,380,398
6117666160,17-04-2016,Sunday,7150,5.400000095,2225,0,0,312,702,336,350
6117666160,18-04-2016,Monday,5153,3.910000086,2018,0,0,241,759,493,510
6117666160,19-04-2016,Tuesday,11135,8.409999847,2606,0,0,480,425,465,492
6117666160,20-04-2016,Wednesday,10449,8.020000458,2536,26,10,349,587,474,502
6117666160,21-04-2016,Thursday,19542,15.01000023,4900,11,19,294,579,508,550
6117666160,22-04-2016,Friday,8206,6.199999809,2409,0,0,402,413,480,546
6117666160,23-04-2016,Saturday,11495,8.680000305,2651,0,0,512,468,492,539
6117666160,24-04-2016,Sunday,7623,5.760000229,2305,0,0,362,711,353,367
6117666160,25-04-2016,Monday,0,0,1497,0,0,0,1440,NULL,NULL
6117666160,26-04-2016,Tuesday,9543,7.210000038,2450,0,7,352,1077,NULL,NULL
6117666160,27-04-2016,Wednesday,9411,7.110000134,2576,0,0,458,417,542,557
6117666160,28-04-2016,Thursday,3403,2.599999905,1879,0,0,141,758,393,416
6117666160,29-04-2016,Friday,9592,7.239999771,2560,0,0,461,479,600,636
6117666160,30-04-2016,Saturday,6987,5.28000021,2275,0,0,343,1040,NULL,NULL
6117666160,01-05-2016,Sunday,8915,6.730000019,2361,0,0,397,525,NULL,NULL
6117666160,02-05-2016,Monday,4933,3.730000019,2044,0,0,236,1204,NULL,NULL
6117666160,03-05-2016,Tuesday,0,0,1496,0,0,0,1440,NULL,NULL
6117666160,04-05-2016,Wednesday,2997,2.25999999,1902,0,0,156,1279,NULL,NULL
6117666160,05-05-2016,Thursday,9799,7.400000095,2636,0,0,487,479,392,415
6117666160,06-05-2016,Friday,3365,2.680000067,1838,0,0,133,673,NULL,NULL
6117666160,07-05-2016,Saturday,7336,5.539999962,2469,0,0,412,456,NULL,NULL
6117666160,08-05-2016,Sunday,7328,5.53000021,2250,0,0,318,517,NULL,NULL
6117666160,09-05-2016,Monday,4477,3.380000114,1248,0,0,197,125,NULL,NULL
6290855005,12-04-2016,Tuesday,4562,3.450000048,2560,0,0,199,1241,NULL,NULL
6290855005,13-04-2016,Wednesday,7142,5.400000095,2905,0,0,350,1090,NULL,NULL
6290855005,14-04-2016,Thursday,7671,5.800000191,2952,0,0,363,1077,NULL,NULL
6290855005,15-04-2016,Friday,9501,7.179999828,2896,0,0,328,1112,NULL,NULL
6290855005,16-04-2016,Saturday,8301,6.28000021,2783,0,0,258,1182,NULL,NULL
6290855005,17-04-2016,Sunday,7851,5.940000057,3171,31,12,225,1172,NULL,NULL
